symbol,date,open,high,low,close,volume,adjclose,splits
GRNT,2020-11-06,9.907962799072266,9.93997573852539,9.785914421081543,9.933974266052246,59726,9.6517915725708,0.0
GRNT,2020-11-09,9.713484764099121,9.713484764099121,9.683874130249023,9.683874130249023,500,9.408795356750488,0.0
GRNT,2020-11-10,9.603841781616211,9.603841781616211,9.603841781616211,9.603841781616211,5498,9.331037521362305,0.0
GRNT,2020-11-11,9.603841781616211,9.603841781616211,9.603841781616211,9.603841781616211,0,9.331037521362305,0.0
GRNT,2020-11-12,9.603841781616211,9.603841781616211,9.603841781616211,9.603841781616211,0,9.331037521362305,0.0
GRNT,2020-11-13,9.970388412475586,10.268107414245605,9.607843399047852,9.703882217407227,22491,9.42823600769043,0.0
GRNT,2020-11-16,9.703882217407227,9.703882217407227,9.703882217407227,9.703882217407227,0,9.42823600769043,0.0
GRNT,2020-11-17,9.703882217407227,9.703882217407227,9.703882217407227,9.703882217407227,0,9.42823600769043,0.0
GRNT,2020-11-18,10.17206859588623,10.418167114257812,9.651861190795898,9.745497703552246,11745,9.468668937683105,0.0
GRNT,2020-11-19,9.803921699523926,10.528210639953613,9.727890968322754,9.727890968322754,3499,9.451562881469727,0.0
GRNT,2020-11-20,9.739895820617676,9.739895820617676,9.739895820617676,9.739895820617676,500,9.463226318359375,0.0
GRNT,2020-11-23,9.794318199157715,9.794318199157715,9.794318199157715,9.794318199157715,750,9.51610279083252,0.0
GRNT,2020-11-24,9.96398639678955,9.96398639678955,9.687874794006348,9.70788288116455,451070,9.432122230529785,0.0
GRNT,2020-11-25,9.703882217407227,9.703882217407227,9.687874794006348,9.687874794006348,500,9.41268253326416,0.0
GRNT,2020-11-27,9.735493659973145,9.903962135314941,9.735493659973145,9.903962135314941,5748,9.622632026672363,0.0
GRNT,2020-11-30,9.799920082092285,9.822328567504883,9.797919273376465,9.803921699523926,12245,9.525433540344238,0.0
GRNT,2020-12-01,9.803921699523926,9.803921699523926,9.743898391723633,9.759103775024414,14494,9.481887817382812,0.0
GRNT,2020-12-02,9.73109245300293,9.849940299987793,9.73109245300293,9.799920082092285,7497,9.52154541015625,0.0
GRNT,2020-12-03,9.759903907775879,9.803921699523926,9.753902435302734,9.753902435302734,8996,9.476835250854492,0.0
GRNT,2020-12-04,9.795918464660645,9.799920082092285,9.795918464660645,9.795918464660645,1499,9.517657279968262,0.0
GRNT,2020-12-07,9.795918464660645,10.00400161743164,9.76750659942627,9.803921699523926,56727,9.525433540344238,0.0
GRNT,2020-12-08,9.803921699523926,9.991996765136719,9.795918464660645,9.915966033935547,41234,9.634294509887695,0.0
GRNT,2020-12-09,9.99599838256836,10.00400161743164,9.811924934387207,9.955982208251953,36985,9.673174858093262,0.0
GRNT,2020-12-10,9.991996765136719,9.991996765136719,9.923970222473145,9.923970222473145,12995,9.642071723937988,0.0
GRNT,2020-12-11,9.915966033935547,9.96398639678955,9.863945960998535,9.959983825683594,1006847,9.67706298828125,0.0
GRNT,2020-12-14,9.983993530273438,9.987995147705078,9.795918464660645,9.93997573852539,169932,9.657622337341309,0.0
GRNT,2020-12-15,9.983993530273438,9.983993530273438,9.803921699523926,9.839936256408691,31238,9.5604248046875,0.0
GRNT,2020-12-16,9.847938537597656,9.93997573852539,9.839936256408691,9.901961326599121,68223,9.620687484741211,0.0
GRNT,2020-12-17,9.931973457336426,9.93997573852539,9.843937873840332,9.87594985961914,94212,9.595415115356445,0.0
GRNT,2020-12-18,9.911965370178223,9.943978309631348,9.843937873840332,9.843937873840332,67973,9.564312934875488,0.0
GRNT,2020-12-21,9.843937873840332,9.983993530273438,9.843937873840332,9.923970222473145,16743,9.642071723937988,0.0
GRNT,2020-12-22,9.979991912841797,10.00400161743164,9.931973457336426,10.00400161743164,32737,9.719829559326172,0.0
