symbol,date,open,high,low,close,volume,adjclose
HIPO,2021-01-11,282.5,295.0,276.0,287.5,1068,287.5
HIPO,2021-01-12,289.0,290.5,282.75,289.25,428,289.25
HIPO,2021-01-13,303.5,303.5,287.5,293.5,3048,293.5
HIPO,2021-01-14,295.0,295.75,277.75,294.5,7740,294.5
HIPO,2021-01-15,278.25,324.5,278.25,296.25,2812,296.25
HIPO,2021-01-19,303.25,308.5,287.75,291.25,3284,291.25
HIPO,2021-01-20,319.75,319.75,287.5,298.5,12104,298.5
HIPO,2021-01-21,300.0,316.0,297.0,307.5,4692,307.5
HIPO,2021-01-22,311.75,320.5,307.5,317.75,4860,317.75
HIPO,2021-01-25,317.75,317.75,304.25,308.75,7920,308.75
HIPO,2021-01-26,312.5,312.5,295.6000061035156,297.5,8736,297.5
HIPO,2021-01-27,292.75,294.0,282.5,285.75,8080,285.75
HIPO,2021-01-28,287.5,294.0,285.0,289.5,2956,289.5
HIPO,2021-01-29,285.0,289.25,282.75,286.25,3540,286.25
HIPO,2021-02-01,291.25,305.25,282.5,297.75,5092,297.75
HIPO,2021-02-02,304.75,326.0,300.0,304.0,9372,304.0
HIPO,2021-02-03,304.0,314.0,296.75,305.0,3516,305.0
HIPO,2021-02-04,310.75,315.25,302.875,307.75,3816,307.75
HIPO,2021-02-05,317.0,317.0,298.0,303.0,9192,303.0
HIPO,2021-02-08,313.0,320.0,308.75,312.25,36364,312.25
HIPO,2021-02-09,315.5,315.5,303.5,306.25,7036,306.25
HIPO,2021-02-10,306.25,312.0,300.0,310.5,3020,310.5
HIPO,2021-02-11,310.0,316.25,306.875,314.25,18588,314.25
HIPO,2021-02-12,332.5,349.5,325.0,348.25,40696,348.25
HIPO,2021-02-16,350.0,376.25,346.5,356.0,9412,356.0
HIPO,2021-02-17,357.5,366.25,332.0,332.0,10192,332.0
HIPO,2021-02-18,339.75,346.75,315.25,340.25,10992,340.25
HIPO,2021-02-19,345.0,355.0,340.0,351.75,6556,351.75
HIPO,2021-02-22,347.5,352.5,339.0,347.5,2112,347.5
HIPO,2021-02-23,335.75,337.125,310.0,312.5,7176,312.5
HIPO,2021-02-24,327.5,329.875,306.25,317.5,12432,317.5
HIPO,2021-02-25,317.5,320.0,305.25,312.5,7056,312.5
HIPO,2021-02-26,307.75,310.8999938964844,287.5,291.25,5236,291.25
HIPO,2021-03-01,316.0,316.0,293.5,295.375,3452,295.375
HIPO,2021-03-02,300.0,301.5,280.25,282.5,7648,282.5
